id,station_name,stream_url,description,logo,genres,language,website,facebook,twitter,wikipedia,contact_address,contact_phone,contact_email,contact_additional,country_code
2403,"Mazaj FM",https://radio.securenetsystems.net/v5/MAZAJFM,"يقوم موظفو البث في مزاج إف إم باختيار الأغاني بشكل يرضى جميع المستمعين، فيبدأ مستمعو مزاج يومهم بأجمل الأغاني الفيروزية القديمة ونخبة من الأغاني المصرية واللبنانية القديمة، تليها الأغاني الحديثة والقديمة المزاجية، فيما تبدأ ومن وقت الظهيرة حتى المساء بتقديم الأغاني السريعة الجديدة والقديمة المميزة لتعود بساعات الليل لبث باقة من أجمل الأغاني الرومانسية لترضى جميع الأذواق",https://cdn.onlineradiobox.com/img/logo/6/43386.v6.png,"pop,news,folk",Arabic,http://www.mazaj.fm/,https://www.facebook.com/MazajFM,https://twitter.com/MazajFM,https://en.wikipedia.org/wiki/Mazaj_95.3_FM,,"Phone: +9626-5545600","Email: info@mazajfm.com",https://www.instagram.com/MazajFM/,jo
2404,"Jordan Sat TV",rtmp://stream2.joinvisions.net:1935/jorlive/s1,"تقديم إعلام وطن هادف يكرس حرية التعبير والرأي ، ضمن أجواء قائمة على الإستقلالية والحرية المسؤولة ، والتعبير عن الوطن بكافة فئاته وأطيافه وعكس إرادته وتطلعاته ، إضافة إلى ممارسة الأداء الإعلامي بصورة تستند إلى الإحتراف المهني والتميز والمسؤولية .",https://cdn.onlineradiobox.com/img/logo/5/43515.png,"news,talk,sports,politics",Arabic,http://www.jrtv.jo/?lang=ar,https://www.facebook.com/JrtvMedia/?ref=br_tf,https://twitter.com/jrtvMedia,,,,,,jo
2405,"Rotana FM",http://rotanaradio.jo/listen,"Rotana FM was launched in Jordan on the 1st of May 2005.The first radio station in the world to capitalize on the pan Arab Rotana brand.",https://cdn.onlineradiobox.com/img/logo/3/43283.v4.png,"dance,pop,news,folk,turkish",Arabic,http://www.rotanaradio.jo/index.php,https://www.facebook.com/RotanaRadioJo,https://twitter.com/RadioRotanaJo,https://en.wikipedia.org/wiki/Rotana_Group,"Address: Wadi Saqra- Arar St. 260 Amman","Phone: +962 6 569 0099","Email: info@alkawn.com.jo","https://www.instagram.com/rotanaradiojo/https://www.youtube.com/channel/UC_Ulo5Vlb7Wxm1kwvMLEMaQ",jo
2406,"Radio Fann-Jordan",http://www.radiofann.com/en/listen/2,"Radio Fann FM is Jordan&#39;s Number 1 radio station, broadcasting live from Amman, 24 hours a day, seven days a week. The station&#39;s format is a mix of top hits from eighties, nineties and today&#39;s hits and various customized programs",https://cdn.onlineradiobox.com/img/logo/1/43531.png,"pop,news,talk,folk,top40",Arabic,http://www.radiofann.com/en,https://www.facebook.com/home.php#!/pages/Radio-Fann-Jordan-Official-Fan-Page/228901573787624,https://twitter.com/radiofannjordan,,,,,,jo
2407,"Европа Плюс Казахстан",http://ep128.streamr.ru/,"Европа Плюс - первая в России коммерческая радиостанция, которая начала свое  вещание в апреле 1990 года. На текущий момент слушать Европу Плюс можно в более 2000 городах страны, которые охватываются 300 передатчиками и спутниковым вещанием. В эфире звучит популярная музыка разных стилей и направлений, среди которой вы услышите последние хиты самых ярких музыкальных отечественных и западных звезд. Радио Европа Плюс - это заряд положительных эмоций на весь день!
	Больше",https://cdn.onlineradiobox.com/img/logo/7/30747.v6.png,"dance,disco,pop",Russian,http://europaplus.kz/,https://facebook.com/europaplus,https://twitter.com/europaplus,https://ru.wikipedia.org/wiki/Европа_Плюс,,,,,kz
2408,Авторадио,http://95.56.234.40:8080/AVTORADIO_AAC,"Музыкальный формат «Авторадио» рассчитан на любое возрастное поколение – здесь можно услышать хиты из последних мировых чартов и шлягеры прошлых лет.
	Больше",https://cdn.onlineradiobox.com/img/logo/1/391.v3.png,pop,Russian,http://www.avtoradio.kz/,,,,"Адрес: Республика Казахстан, г. Алматы, ул. Сатпаева, 30а","Телефон: +7 (727) 320 10 10","Email: info@avtoradio.kz","WhatsApp: +7 707 105 05 05",kz
2409,"Радио NS",http://89.219.35.26:8000/radions,"NS – бренд целиком и полностью наш, родной, казахстанский, на рынке появился 6 марта 1995 года. Тогда мы зазвучали в Южной столице, а в 1997 – в крупнейших городах страны. С тех пор сеть значительно разрослась и сегодня в 70 крупнейших населенных пунктах круглые сутки вещает самое-самое радио земли казахской – NS!
	Больше",https://cdn.onlineradiobox.com/img/logo/2/392.v3.png,"dance,pop,top40",Russian,http://www.ns.kz/,https://www.facebook.com/nsradiokz,https://twitter.com/radio_ns,,"Адрес: Казахстан, г. Алматы, Самал-1, д. 35/36","Телефон: +7 727 250 9940","Email: info@ns.kz",,kz
2410,"Қазақ радиосы",http://kivvi.ne.fm/mp3/kazradio,"Қазақ радиосы – Қазақстан тұрғындарына, ТМД елдерінде және шет елдерде тұратын қазақ тыңдармандарына хабар тарататын радио желі. Қазақ радиосы хабарлары  Астана мен Алматыдан берілетін радио хабарынан және облыс орталықтары хабарынан тұрады. Хабарлар ұзын, орта, қысқа және ультрақысқа толқындарда жұмыс істейтін радио станциялары арқылы таратылады.",https://cdn.onlineradiobox.com/img/logo/2/30712.v2.png,"pop,news,talk",Kazakh,http://qazradio.fm/,https://www.facebook.com/qazaqradiosy,https://twitter.com/qazaqradiosy,https://kk.wikipedia.org/wiki/Qazaq_radiosy,"Адрес: 010000, Қазақстан Республикасы Астана қ, Қонаев к, 4 үй.","Телефон: +7 717 2 55 37 96","Email: kazradio@kaztrk.kz",,kz
2411,"90s Eurodance",http://listen1.myradio24.com:9000/5967,"Популярные танцевальные композиции 90-х годов прошлого столетия круглосуточно. Музыка 90-х, для тех, кто хочет поностальгировать по известным мелодиям тех времён.",https://cdn.onlineradiobox.com/img/logo/9/9879.png,"disco,retro,90s",Russian,http://90s-eurodance.ru/,,,,,,,,kz
2412,"Energy FM",http://89.219.34.117:8008/NEWENERGY,"«Energy FM» - это вкусный микс из качественного звука, обратной связи со слушателем, новостных и развлекательных шоу-программ, а также новейших треков популярных мировых исполнителей.",https://cdn.onlineradiobox.com/img/logo/0/400.v1.png,"dance,pop",Russian,http://energyfm.kz/,,,,"Адрес: ул. Богенбай батыра, 156 А, Алматы 050000, Казахстан,","Телефон: +7 (727) 296 55 66",,,kz
2413,"Gakku FM",https://stream.gakku.tv/radio/recordfm_192.mp3,"Gakku TV - тек қана заманауи қазақстанның музыкасына арналған тұңғыш отандық арна.",https://cdn.onlineradiobox.com/img/logo/4/71774.v2.png,pop,Russian,https://gakku.kz/,https://www.facebook.com/gakkutv,https://twitter.com/gakkutv,https://ru.wikipedia.org/wiki/Gakku_TV,"Адрес: Гагарина 79, Алма-Ата","Телефон: +7 727 222 0220","Email: timur@gakku.tv","https://www.instagram.com/gakkutv/https://vk.com/gakku_tv",kz
2414,"Ретро ФМ",http://a1.radioheart.ru:8001/retrofm-kz-128,"&#34;Ретро FM&#34; – крупнейшая радиостанция в Казахстане, лидер коммерческого вещания! Только любимые песни, золотые хиты 70х-80х-90х. Среди них - песни ВИА, шлягеры школьных «огоньков», мелодии и ритмы зарубежной эстрады.
	Больше",https://cdn.onlineradiobox.com/img/logo/5/30745.v6.png,"disco,pop,90s,80s,70s",Russian,http://www.retrofm.kz/,https://www.facebook.com/retrofm.kz,,https://ru.wikipedia.org/wiki/Ретро_FM,"Адрес: пл. Республики 13, Алматы, Казахстан","Телефон: +7 727 250 3770",,https://www.instagram.com/retrofm_kz/,kz
2415,"Шалқар Радиосы",http://onradio.kaztrk.kz:8000/shalkar,"«Шалқар» ұлттық арнасы 1966 жылдың 1-қаңтарында ақпаратты-сазды «Шалқар» бағдарламасы ретінде тұсауын кесті. 1998 жылы жұмысын уақытша тоқтатқанымен, 2002 жылы қайта ашылып, алғашында тек Алматы қаласының көлемінде ғана хабар таратты. Кейіннен эфир уақыты ұлғайып, республика аумағына тарай бастады.
	Больше",https://cdn.onlineradiobox.com/img/logo/2/30702.v3.png,"news,talk",Kazakh,http://shalkarfm.kz/kz,https://www.facebook.com/shalkarfm,https://twitter.com/shalqarfm,https://kk.wikipedia.org/wiki/Шалқар_(радио),,"Телефон: 7714565987",,,kz
2416,"Тенгри FM",http://195.210.47.197:8000/live,"Казахстанская радиостанция «Тенгри FM» позиционирует себя как мировая энциклопедия рока. Также, в эфире звучат казахстанские рок группы.
	Больше",https://cdn.onlineradiobox.com/img/logo/9/399.v4.png,rock,Russian,http://tengrifm.kz/,https://www.facebook.com/tengrifm/,,,"Адрес: г. Алматы, ул.  Карасай Батыра, 88","Телефон: 8 (727) 3 888 155","Email: radio@tengrifm.kz","https://www.instagram.com/tengri_fm/https://vk.com/tengrifm",kz
2417,"Radio Ice",http://onair.radioice.ru:8000/mp3_128,"Radio ICE - Радио модных и стильных! Некоммерческое, экологически чистое радио для отдыха и хорошего настроения создано командой профессионалов своего дела! Никакой рекламы и официальной информации! Только музыка и позитив! Мы не попадаем ни под один известный формат. Мы оригинальны. В нашем эфире звучит всё лучшее от золотых до современных хитов!",https://cdn.onlineradiobox.com/img/logo/5/405.v6.png,pop,Russian,http://www.radioice.ru/,https://www.facebook.com/radioice,https://twitter.com/RadioIce_KZ,,,,,,kz
2418,"Радио Астана",http://kivvi.ne.fm/mp3/astana,"Радио «Астана» - государственная информационно-музыкальная радиостанция. Эфир станции заполняется новинками Казахстанской и европейской музыки, краткими сводками новостей, а также интерактивными прямыми эфирами.
	Больше",https://cdn.onlineradiobox.com/img/logo/5/30715.v3.png,"pop,news,talk,folk",Russian,http://astanafm.kz/,https://www.facebook.com/astfm,https://twitter.com/AstanaFm,https://kk.wikipedia.org/wiki/Астана_(радио),"Адрес: Кунаева, 4, Астана 01000","Телефон: +7 717 255 3353","Email: radio@astanafm.kz","WhatsApp: 77001014000",kz
2419,"Radio Bulbul",http://stream.laut.fm/radiobulbul,"Казахстанское радио где звучат золотые хиты, фолк и этно произведения отечественной эстрады.
 
	Больше",https://cdn.onlineradiobox.com/img/logo/7/3257.v7.png,"folk,hits,kazakh",Kazakh,,https://www.facebook.com/radiobulbul/,,,,,,,kz
2420,"Жулдыз ФМ",http://195.210.47.197:8000/zhulduz,"&#34;Жұлдыз FM&#34; тыңдармандарға қазақша сапалы контент ұсынуды, жастардың биік құндылықтарын қалыптастыруды және олардың қомақты ақпарат ағыны арасынан дұрыс бағытты таңдауына көмектесуді көздейді.",https://cdn.onlineradiobox.com/img/logo/8/71768.v1.png,"dance,pop,top40",Kazakh,,,,https://kk.wikipedia.org/wiki/Жұлдыз_FM,,,,https://vk.com/zhuldyzfm,kz
2421,"Dala FM","http:\\95.56.234.40:8080\DALA_128","«DALA fm» является 100% казахстанским продуктом!

Наслаждайся! Без лишних слов!",https://cdn.onlineradiobox.com/img/logo/7/71777.v3.png,pop,Russian,http://dalafm.kz/,,,,"Адрес: Алма-Ата, ул. Жетысу 2-й микрорайон, 39а","Телефон: +7 727 224 50 50","Email: info@dalafm.kz","mob: +7 771 993 4335https://vk.com/dalafmkazakhstan",kz
2422,"Umax FM",http://abcpro.kz:8060/radio,"Радио Umax FM – Круглосуточно Популярная Танцевальная музыка Non Stop! Без рекламы! Танцевальное радио популярных песен 80-х — 2016. Оцени и ты, новый слушатель Umax FM! включайся.",https://cdn.onlineradiobox.com/img/logo/1/401.v5.png,"dance,pop",Russian,http://umaxfm.com/,https://www.facebook.com/radioumaxfm/,,,,"Телефон: 87782777773","Email: music@radioumax.kz","https://www.instagram.com/umaxfm/https://plus.google.com/communities/112436211800179223425?hl=ru",kz
2423,"Радио 102",http://radio102.temirtau.org:9000/8134,"Сложно описать радиостанцию на бумаге - ее надо слушать. Мы смогли найти оптимальный баланс между музыкой и информацией, между отечественными и зарубежными композициями. 
	Больше",https://cdn.onlineradiobox.com/img/logo/8/30718.v3.png,"pop,talk,top40",Russian,http://www.102.kz/on_line.htm,,,,"Адрес: г. Темиртау, пр. Мира, 55/1, кв.25","Телефон: +7 7212 41-92-29","Email: info@102.kz",,kz
2424,"Радио Sana",http://46.105.180.202:8021/stream.ogg,"Современное хитовое радио с преобладанием хитов в стиле поп.
Количество информации, включая короткие рубрики, выпуски новостей и рекламу, не превышает 10-25% эфирного времени, остальное - музыка!",https://cdn.onlineradiobox.com/img/logo/1/30741.v1.png,"pop,top40",Russian,http://hordelo.kz/radio,,,,"Адрес: 111500, г. Рудный, ул. П.Корчагина, 76","Телефон: +7(71431)9-03-03","Email: sanacorp@gmail.com",,kz
2425,"Радио КН",http://radiokn.ddns.net:7000/efir,"Радио КН - это информационно-музыкальная радиостанция, вещающая на русском и казахском языках 24 часа в сутки.",https://cdn.onlineradiobox.com/img/logo/6/416.v3.png,"pop,talk",Russian,http://radiokn.kz/new/,,,,"Адрес: г.Костанай, Аль-Фараби, 90,","Телефон: тел. 8(7142)54-31-85, реклама: 54-44-39","Email: radiokn@inbox.ru",https://vk.com/club45912065,kz
